,blkio_stats__io_merged_recursive,blkio_stats__io_queue_recursive,blkio_stats__io_service_bytes_recursive,blkio_stats__io_service_time_recursive,blkio_stats__io_serviced_recursive,blkio_stats__io_time_recursive,blkio_stats__io_wait_time_recursive,blkio_stats__sectors_recursive,cname,cpu_stats__cpu_usage__percpu_usage,cpu_stats__cpu_usage__total_usage,cpu_stats__cpu_usage__usage_in_kernelmode,cpu_stats__cpu_usage__usage_in_usermode,cpu_stats__online_cpus,cpu_stats__system_cpu_usage,cpu_stats__throttling_data__periods,cpu_stats__throttling_data__throttled_periods,cpu_stats__throttling_data__throttled_time,id,memory_stats__limit,memory_stats__max_usage,memory_stats__stats__active_anon,memory_stats__stats__active_file,memory_stats__stats__cache,memory_stats__stats__dirty,memory_stats__stats__hierarchical_memory_limit,memory_stats__stats__hierarchical_memsw_limit,memory_stats__stats__inactive_anon,memory_stats__stats__inactive_file,memory_stats__stats__mapped_file,memory_stats__stats__pgfault,memory_stats__stats__pgmajfault,memory_stats__stats__pgpgin,memory_stats__stats__pgpgout,memory_stats__stats__rss,memory_stats__stats__rss_huge,memory_stats__stats__total_active_anon,memory_stats__stats__total_active_file,memory_stats__stats__total_cache,memory_stats__stats__total_dirty,memory_stats__stats__total_inactive_anon,memory_stats__stats__total_inactive_file,memory_stats__stats__total_mapped_file,memory_stats__stats__total_pgfault,memory_stats__stats__total_pgmajfault,memory_stats__stats__total_pgpgin,memory_stats__stats__total_pgpgout,memory_stats__stats__total_rss,memory_stats__stats__total_rss_huge,memory_stats__stats__total_unevictable,memory_stats__stats__total_writeback,memory_stats__stats__unevictable,memory_stats__stats__writeback,memory_stats__usage,name,networks__eth0__rx_bytes,networks__eth0__rx_dropped,networks__eth0__rx_errors,networks__eth0__rx_packets,networks__eth0__tx_bytes,networks__eth0__tx_dropped,networks__eth0__tx_errors,networks__eth0__tx_packets,num_procs,pids_stats__current,precpu_stats__cpu_usage__percpu_usage,precpu_stats__cpu_usage__total_usage,precpu_stats__cpu_usage__usage_in_kernelmode,precpu_stats__cpu_usage__usage_in_usermode,precpu_stats__online_cpus,precpu_stats__system_cpu_usage,precpu_stats__throttling_data__periods,precpu_stats__throttling_data__throttled_periods,precpu_stats__throttling_data__throttled_time,preread,read,timestamp
10,[],[],[],[],[],[],[],[],mn.vnf0.vdu01,"[2415655897, 32955, 0, 0, 1582068, 0, 0, 38535, 19709, 0, 0, 68514, 52752, 0, 1291288733, 0]",3708739163,280000000,3400000000,16,30399512770000000,6,0,0,eb43edcab60367fb48bb12797fa01cd4726aae3abde1c28e39ae50db89fa5ad3,4294967296,165031936,162496512,0,12288,12288,4294967296,0,0,12288,0,57595,0,51725,12045,162516992,0,162496512,0,12288,12288,0,12288,0,57595,0,51725,12045,162516992,0,0,0,0,0,165031936,mn.vnf0.vdu01,586,0,0,7,0,0,0,0,0,24,"[1894161085, 32955, 0, 0, 1582068, 0, 0, 38535, 19709, 0, 0, 68514, 52752, 0, 811311027, 0]",2707266645,210000000,2480000000,16,30399496730000000,5,0,0,2019-02-19T15:17:31.55664182Z,2019-02-19T15:17:32.558375405Z,0.0
11,[],[],[],[],[],[],[],[],mn.vnf0.vdu01,"[5622774528, 32955, 0, 0, 1582068, 0, 0, 38535, 19709, 0, 0, 68514, 52752, 0, 4104297040, 0]",9728866101,520000000,9180000000,16,30399641020000000,14,2,1000174594,eb43edcab60367fb48bb12797fa01cd4726aae3abde1c28e39ae50db89fa5ad3,4294967296,165425152,162803712,0,49152,49152,4294967296,0,0,49152,0,57679,0,51817,12045,162856960,0,162803712,0,49152,49152,0,49152,0,57679,0,51817,12045,162856960,0,0,0,0,0,165425152,mn.vnf0.vdu01,656,0,0,8,0,0,0,0,0,24,"[5583072052, 32955, 0, 0, 1582068, 0, 0, 38535, 19709, 0, 0, 68514, 52752, 0, 4082184043, 0]",9667050628,520000000,9120000000,16,30399624990000000,13,1,14066,2019-02-19T15:17:39.567344632Z,2019-02-19T15:17:40.56897338Z,7.815900087356567
12,[],[],[],[],[],[],[],[],mn.vnf0.vdu01,"[9925811780, 32955, 0, 0, 1582068, 0, 0, 38535, 19709, 0, 0, 68514, 52752, 0, 7812184605, 0]",17739752760,830000000,16880000000,16,30399769310000000,22,3,1000192483,eb43edcab60367fb48bb12797fa01cd4726aae3abde1c28e39ae50db89fa5ad3,4294967296,165818368,163172352,0,81920,0,4294967296,0,0,81920,0,57767,0,51913,12045,163217408,0,163172352,0,81920,0,0,81920,0,57767,0,51913,12045,163217408,0,0,0,0,0,165818368,mn.vnf0.vdu01,656,0,0,8,0,0,0,0,0,24,"[9365947703, 32955, 0, 0, 1582068, 0, 0, 38535, 19709, 0, 0, 68514, 52752, 0, 7369884907, 0]",16737627143,790000000,15920000000,16,30399753250000000,21,3,1000192483,2019-02-19T15:17:47.57816188Z,2019-02-19T15:17:48.57992289Z,15.826423168182373
13,[],[],[],[],[],[],[],[],mn.vnf0.vdu01,"[13451451317, 32955, 0, 0, 1582068, 0, 0, 38535, 19709, 0, 0, 68514, 52752, 0, 10976699528, 0]",24429945378,1140000000,23260000000,16,30399897600000000,30,5,1000209679,eb43edcab60367fb48bb12797fa01cd4726aae3abde1c28e39ae50db89fa5ad3,4294967296,166211584,163483648,0,114688,36864,4294967296,0,0,114688,0,57836,0,51990,12045,163500032,0,163483648,0,114688,36864,0,114688,0,57836,0,51990,12045,163500032,0,0,0,0,0,166211584,mn.vnf0.vdu01,726,0,0,9,0,0,0,0,0,24,"[13102719442, 32955, 0, 0, 1582068, 0, 0, 38535, 19709, 0, 0, 68514, 52752, 0, 10655990318, 0]",23760504293,1100000000,22630000000,16,30399881560000000,29,5,1000209679,2019-02-19T15:17:55.589110359Z,2019-02-19T15:17:56.590990026Z,23.83753228187561
14,"[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 126976, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 126976, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 126976, 'op': 'Total'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 126976, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 126976, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 126976, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 4897595, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 4897595, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 4897595, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 41, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 11, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 30, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 41, 'op': 'Total'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 41, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 11, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 30, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 41, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 5856038, 'op': ''}]","[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 126429397, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 126429397, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 126429397, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 248, 'op': ''}]",mn.vnf0.vdu01,"[13762013881, 198863, 0, 0, 1582068, 0, 0, 38535, 19709, 0, 0, 68514, 52752, 0, 10976699528, 0]",24740673850,1230000000,23480000000,16,30400025810000000,38,5,1000209679,eb43edcab60367fb48bb12797fa01cd4726aae3abde1c28e39ae50db89fa5ad3,4294967296,168968192,954368,135168,303104,151552,4294967296,0,0,167936,0,91388,0,76624,76317,954368,0,954368,135168,303104,151552,0,167936,0,91388,0,76624,76317,954368,0,0,0,0,0,3399680,mn.vnf0.vdu01,726,0,0,9,0,0,0,0,0,2,"[13762013881, 198863, 0, 0, 1582068, 0, 0, 38535, 19709, 0, 0, 68514, 52752, 0, 10976699528, 0]",24740673850,1230000000,23480000000,16,30400009780000000,37,5,1000209679,2019-02-19T15:18:03.602440946Z,2019-02-19T15:18:04.604881823Z,31.8495934009552
15,[],[],[],[],[],[],[],[],mn.vnf0.vdu01,"[2774662813, 312454, 0, 0, 0, 0, 0, 62218, 0, 954323, 0, 0, 0, 0, 1254271281, 1561766]",4031824855,460000000,3550000000,16,30400313240000000,6,2,166616,6b23b25480c91fa18d7b808019239808e874a006bfec38df368a0b81a9be7ad3,4294967296,252686336,250007552,0,12288,12288,4294967296,0,0,12288,0,79249,0,73420,12380,250007552,0,250007552,0,12288,12288,0,12288,0,79249,0,73420,12380,250007552,0,0,0,0,0,252686336,mn.vnf0.vdu01,516,0,0,6,0,0,0,0,0,24,"[2288519922, 312454, 0, 0, 0, 0, 0, 62218, 0, 954323, 0, 0, 0, 0, 739593286, 1561766]",3030979284,340000000,2680000000,16,30400297240000000,5,1,55570,2019-02-19T15:18:21.616544665Z,2019-02-19T15:18:22.617984602Z,0.0
16,[],[],[],[],[],[],[],[],mn.vnf0.vdu01,"[6213171259, 312454, 0, 970, 0, 0, 0, 62218, 0, 954323, 0, 0, 0, 0, 5823066766, 1564552]",12039071765,2400000000,9620000000,16,30400441490000000,14,4,173902,6b23b25480c91fa18d7b808019239808e874a006bfec38df368a0b81a9be7ad3,4294967296,261074944,258285568,0,49152,20480,4294967296,0,0,49152,0,81279,0,75458,12380,258318336,0,258285568,0,49152,20480,0,49152,0,81279,0,75458,12380,258318336,0,0,0,0,0,261074944,mn.vnf0.vdu01,586,0,0,7,0,0,0,0,0,24,"[5771028084, 312454, 0, 970, 0, 0, 0, 62218, 0, 954323, 0, 0, 0, 0, 5263941039, 1564552]",11037854014,2180000000,8840000000,16,30400425470000000,13,4,173902,2019-02-19T15:18:29.627200127Z,2019-02-19T15:18:30.629086781Z,8.110499143600464
17,[],[],[],[],[],[],[],[],mn.vnf0.vdu01,"[9620633438, 312454, 0, 970, 0, 0, 0, 62218, 0, 954323, 0, 0, 0, 0, 10421942470, 1565683]",20045471556,4190000000,15820000000,16,30400569680000000,22,9,371881,6b23b25480c91fa18d7b808019239808e874a006bfec38df368a0b81a9be7ad3,4294967296,261337088,258539520,0,81920,53248,4294967296,0,0,81920,0,81337,0,75524,12380,258555904,0,258539520,0,81920,53248,0,81920,0,81337,0,75524,12380,258555904,0,0,0,0,0,261337088,mn.vnf0.vdu01,656,0,0,8,0,0,0,0,0,24,"[9199817997, 312454, 0, 970, 0, 0, 0, 62218, 0, 954323, 0, 0, 0, 0, 9841546306, 1565683]",19044259951,3940000000,15060000000,16,30400553660000000,21,9,371881,2019-02-19T15:18:37.638358732Z,2019-02-19T15:18:38.640106785Z,16.122085332870483
18,[],[],[],[],[],[],[],[],mn.vnf0.vdu01,"[13051448396, 312454, 0, 10061, 0, 0, 0, 62218, 0, 954323, 0, 0, 0, 0, 14997722840, 1565683]",28052075975,6150000000,21870000000,16,30400697820000000,30,13,505721,6b23b25480c91fa18d7b808019239808e874a006bfec38df368a0b81a9be7ad3,4294967296,261599232,258744320,0,114688,86016,4294967296,0,0,106496,0,81384,0,75579,12380,258748416,0,258744320,0,114688,86016,0,106496,0,81384,0,75579,12380,258748416,0,0,0,0,0,261599232,mn.vnf0.vdu01,656,0,0,8,0,0,0,0,0,24,"[12634954453, 312454, 0, 970, 0, 0, 0, 62218, 0, 954323, 0, 0, 0, 0, 14414326704, 1565683]",27052139278,5930000000,21080000000,16,30400681780000000,29,12,410102,2019-02-19T15:18:45.650249796Z,2019-02-19T15:18:46.652077279Z,24.13280940055847
19,"[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 77824, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 77824, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 77824, 'op': 'Total'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 77824, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 77824, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 77824, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 2081920, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 2081920, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 2081920, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 29, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 11, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 18, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 29, 'op': 'Total'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 29, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 11, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 18, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 29, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 5310281, 'op': ''}]","[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 10013211, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 10013211, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 10013211, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 152, 'op': ''}]",mn.vnf0.vdu01,"[14813715437, 312454, 0, 10061, 0, 0, 0, 62218, 0, 1683194, 0, 0, 340114, 0, 16932006177, 1565683]",31749695338,7050000000,24640000000,16,30400826010000000,37,15,536685,6b23b25480c91fa18d7b808019239808e874a006bfec38df368a0b81a9be7ad3,4294967296,263950336,954368,139264,311296,155648,4294967296,0,0,172032,0,115034,0,100297,99988,954368,0,954368,139264,311296,155648,0,172032,0,115034,0,100297,99988,954368,0,0,0,0,0,3313664,mn.vnf0.vdu01,726,0,0,9,0,0,0,0,0,2,"[14813715437, 312454, 0, 10061, 0, 0, 0, 62218, 0, 1683194, 0, 0, 340114, 0, 16932006177, 1565683]",31749695338,7050000000,24640000000,16,30400809950000000,37,15,536685,2019-02-19T15:18:53.660488592Z,2019-02-19T15:18:54.662364448Z,32.1443293094635
20,[],[],[],[],[],[],[],[],mn.vnf0.vdu01,"[979787241, 1639637302, 427673, 0, 5096, 68854, 0, 0, 0, 182386, 322577, 766962, 134400, 3570, 1010071466, 0]",3631214461,510000000,3050000000,16,30401097280000000,5,3,1398133104,598611a833163c4318ffd9dee43974f44a0d015ef02610f8d39b93fbad074633,2147483648,165568512,162312192,0,12288,12288,2147483648,0,0,12288,0,57575,0,51726,12079,162381824,0,162312192,0,12288,12288,0,12288,0,57575,0,51726,12079,162381824,0,0,0,0,0,165568512,mn.vnf0.vdu01,516,0,0,6,0,0,0,0,0,24,"[723773655, 1385545341, 234477, 0, 5096, 68854, 0, 0, 0, 182386, 322577, 766962, 134400, 3570, 512559302, 0]",2623578921,380000000,2180000000,16,30401081240000000,4,2,547501101,2019-02-19T15:19:10.673321759Z,2019-02-19T15:19:11.675239052Z,0.0
21,[],[],[],[],[],[],[],[],mn.vnf0.vdu01,"[3031423986, 3687932090, 1632514, 0, 5096, 68854, 0, 0, 0, 182386, 322577, 766962, 134400, 3570, 4930128995, 0]",11652573415,1640000000,9780000000,16,30401225260000000,13,11,8226504724,598611a833163c4318ffd9dee43974f44a0d015ef02610f8d39b93fbad074633,2147483648,165830656,162521088,0,49152,49152,2147483648,0,0,32768,0,57614,0,51773,12079,162537472,0,162521088,0,49152,49152,0,32768,0,57614,0,51773,12079,162537472,0,0,0,0,0,165830656,mn.vnf0.vdu01,586,0,0,7,0,0,0,0,0,24,"[2768948388, 3430724597, 1335518, 0, 5096, 68854, 0, 0, 0, 182386, 322577, 766962, 134400, 3570, 4446154747, 0]",10648605954,1480000000,8930000000,16,30401209220000000,12,10,7366740543,2019-02-19T15:19:18.684706952Z,2019-02-19T15:19:19.686608031Z,7.500683784484863
22,[],[],[],[],[],[],[],[],mn.vnf0.vdu01,"[5060274206, 5678405250, 4429422, 0, 5096, 68854, 0, 0, 0, 182386, 322577, 766962, 134400, 3570, 8927867269, 0]",19672416426,2500000000,16640000000,16,30401353160000000,21,19,15170783193,598611a833163c4318ffd9dee43974f44a0d015ef02610f8d39b93fbad074633,2147483648,165830656,162537472,0,81920,81920,2147483648,0,0,73728,0,57626,0,51793,12079,162586624,0,162537472,0,81920,81920,0,73728,0,57626,0,51793,12079,162586624,0,0,0,0,0,165830656,mn.vnf0.vdu01,656,0,0,8,0,0,0,0,0,24,"[4808196998, 5426417877, 3948060, 0, 5096, 68854, 0, 0, 0, 182386, 322577, 766962, 134400, 3570, 8432376343, 0]",18672389064,2400000000,15780000000,16,30401337140000000,20,18,14294690916,2019-02-19T15:19:26.695747512Z,2019-02-19T15:19:27.697643441Z,15.51200532913208
23,[],[],[],[],[],[],[],[],mn.vnf0.vdu01,"[6738082949, 7360932180, 4910713, 0, 5096, 68854, 0, 0, 11727, 182386, 322577, 766962, 134400, 3570, 12253806476, 0]",26359217963,3320000000,22310000000,16,30401481200000000,29,26,21252932812,598611a833163c4318ffd9dee43974f44a0d015ef02610f8d39b93fbad074633,2147483648,165961728,162627584,0,114688,36864,2147483648,0,0,98304,0,57640,0,51815,12079,162643968,0,162627584,0,114688,36864,0,98304,0,57640,0,51815,12079,162643968,0,0,0,0,0,165961728,mn.vnf0.vdu01,726,0,0,9,0,0,0,0,0,24,"[6730852315, 7357904219, 4910713, 0, 5096, 68854, 0, 0, 11727, 182386, 322577, 766962, 134400, 3570, 12253806476, 0]",26348969295,3320000000,22300000000,16,30401465200000000,28,26,21252932812,2019-02-19T15:19:34.707346366Z,2019-02-19T15:19:35.70956949Z,23.52361488342285
24,"[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 118784, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 118784, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 118784, 'op': 'Total'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 118784, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 118784, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 118784, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 4030622, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 4030622, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 4030622, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 39, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 11, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 28, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 39, 'op': 'Total'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 39, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 11, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 28, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 39, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 6111349, 'op': ''}]","[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 123478602, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 123478602, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 123478602, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 232, 'op': ''}]",mn.vnf0.vdu01,"[6905421642, 7583025001, 4910713, 0, 5096, 68854, 0, 0, 11727, 182386, 366228, 766962, 134400, 3570, 12253806476, 0]",26748703055,3480000000,22560000000,16,30401609300000000,37,26,21252932812,598611a833163c4318ffd9dee43974f44a0d015ef02610f8d39b93fbad074633,2147483648,168624128,958464,135168,303104,151552,2147483648,0,0,167936,0,91202,0,76467,76159,958464,0,958464,135168,303104,151552,0,167936,0,91202,0,76467,76159,958464,0,0,0,0,0,4079616,mn.vnf0.vdu01,726,0,0,9,0,0,0,0,0,2,"[6813328683, 7471006761, 4910713, 0, 5096, 68854, 0, 0, 11727, 182386, 366228, 766962, 134400, 3570, 12253806476, 0]",26544591856,3400000000,22430000000,16,30401593270000000,36,26,21252932812,2019-02-19T15:19:42.71967072Z,2019-02-19T15:19:43.72208617Z,31.536118030548096
25,[],[],[],[],[],[],[],[],mn.vnf0.vdu01,"[1631235550, 956895926, 1182518, 0, 792666, 0, 0, 0, 0, 2149, 0, 0, 747871, 0, 779997230, 0]",3370794719,500000000,2800000000,16,30401880530000000,5,2,1722484124,f39ad2f91bd23015741bab81160e2ef9e6b66e1747af00093cc30987122a5229,2147483648,242008064,238657536,0,12288,12288,2147483648,0,0,12288,0,76027,0,70174,11894,238702592,0,238657536,0,12288,12288,0,12288,0,76027,0,70174,11894,238702592,0,0,0,0,0,242008064,mn.vnf0.vdu01,516,0,0,6,0,0,0,0,0,24,"[1328761359, 647138780, 536989, 0, 792666, 0, 0, 0, 0, 2149, 0, 0, 747871, 0, 400465033, 0]",2378169344,300000000,2040000000,16,30401864530000000,4,1,821690225,2019-02-19T15:19:59.732847691Z,2019-02-19T15:20:00.735527645Z,0.0
26,[],[],[],[],[],[],[],[],mn.vnf0.vdu01,"[4147851548, 3454098388, 2322874, 1153, 792666, 0, 0, 0, 0, 2149, 0, 0, 747871, 0, 3734222534, 0]",11340004568,2620000000,7980000000,16,30402008090000000,13,10,8107156635,f39ad2f91bd23015741bab81160e2ef9e6b66e1747af00093cc30987122a5229,2147483648,266911744,263450624,0,49152,49152,2147483648,0,0,49152,0,82076,0,76231,11894,263475200,0,263450624,0,49152,49152,0,49152,0,82076,0,76231,11894,263475200,0,0,0,0,0,266911744,mn.vnf0.vdu01,586,0,0,7,0,0,0,0,0,24,"[3821980586, 3137779080, 2226427, 1153, 792666, 0, 0, 0, 0, 2149, 0, 0, 747871, 0, 3396864837, 0]",10360304784,2350000000,7360000000,16,30401992150000000,12,9,7321015319,2019-02-19T15:20:07.74414934Z,2019-02-19T15:20:08.74535262Z,7.247113943099976
27,[],[],[],[],[],[],[],[],mn.vnf0.vdu01,"[6666012648, 6006554895, 2975430, 1153, 792666, 0, 0, 0, 0, 23278, 0, 0, 747871, 0, 6704812128, 0]",19381890597,4910000000,13020000000,16,30402135620000000,21,18,14239261844,f39ad2f91bd23015741bab81160e2ef9e6b66e1747af00093cc30987122a5229,2147483648,266911744,263450624,0,81920,20480,2147483648,0,0,49152,0,82076,0,76239,11894,263475200,0,263450624,0,81920,20480,0,49152,0,82076,0,76239,11894,263475200,0,0,0,0,0,266911744,mn.vnf0.vdu01,656,0,0,8,0,0,0,0,0,24,"[6350986668, 5687958443, 2975430, 1153, 792666, 0, 0, 0, 0, 2149, 0, 0, 747871, 0, 6315730218, 0]",18359126088,4590000000,12460000000,16,30402119730000000,20,17,13473450605,2019-02-19T15:20:15.753922745Z,2019-02-19T15:20:16.755639585Z,15.256165027618408
28,[],[],[],[],[],[],[],[],mn.vnf0.vdu01,"[9188749537, 8542123360, 3995509, 1153, 792666, 0, 0, 0, 0, 23278, 0, 0, 747871, 0, 9640404766, 0]",27376757833,7210000000,17840000000,16,30402263090000000,29,26,20443070832,f39ad2f91bd23015741bab81160e2ef9e6b66e1747af00093cc30987122a5229,2147483648,266911744,263471104,0,114688,53248,2147483648,0,0,86016,0,82076,0,76247,11894,263475200,0,263471104,0,114688,53248,0,86016,0,82076,0,76247,11894,263475200,0,0,0,0,0,266911744,mn.vnf0.vdu01,656,0,0,8,0,0,0,0,0,24,"[8879703908, 8226186968, 3883561, 1153, 792666, 0, 0, 0, 0, 23278, 0, 0, 747871, 0, 9273880587, 0]",26385141749,6910000000,17230000000,16,30402247130000000,28,25,19663473819,2019-02-19T15:20:23.764955575Z,2019-02-19T15:20:24.766413845Z,23.26667046546936
